Time Axis,Step Response
7.6171875E-08,4.92543221940411
7.65625E-08,4.92704213996657
7.6953125E-08,4.92859986722857
7.734375E-08,4.93010704586741
7.7734375E-08,4.93156527106635
7.8125E-08,4.93297608988725
7.8515625E-08,4.93434100261125
7.890625E-08,4.93566146404777
7.9296875E-08,4.93693888481238
7.96875E-08,4.93817463257391
8.0078125E-08,4.93937003327127
8.046875E-08,4.94052637230043
8.0859375E-08,4.94164489567217
8.125E-08,4.94272681114082
8.1640625E-08,4.94377328930479
8.203125E-08,4.94478546467909
8.2421875E-08,4.94576443674065
8.28125E-08,4.9467112709466
8.3203125E-08,4.94762699972637
8.359375E-08,4.94851262344782
8.3984375E-08,4.94936911135809
8.4375E-08,4.95019740249966
8.4765625E-08,4.950998406602
8.515625E-08,4.95177300494947
8.5546875E-08,4.95252205122593
8.59375E-08,4.95324637233647
8.6328125E-08,4.95394676920689
8.671875E-08,4.95462401756133
8.7109375E-08,4.95527886867855
8.75E-08,4.95591205012744
8.7890625E-08,4.95652426648206
8.828125E-08,4.95711620001685
8.8671875E-08,4.95768851138236
8.90625E-08,4.95824184026208
8.9453125E-08,4.95877680601067
8.984375E-08,4.95929400827419
9.0234375E-08,4.95979402759267
9.0625E-08,4.96027742598547
9.1015625E-08,4.96074474751993
9.140625E-08,4.9611965188636
9.1796875E-08,4.96163324982064
9.21875E-08,4.96205543385255
9.2578125E-08,4.96246354858391
9.296875E-08,4.96285805629331
9.3359375E-08,4.9632394043899
9.375E-08,4.96360802587603
9.4140625E-08,4.96396433979622
9.453125E-08,4.96430875167292
9.4921875E-08,4.96464165392935
9.53125E-08,4.96496342629974
9.5703125E-08,4.9652744362275
9.609375E-08,4.96557503925131
9.6484375E-08,4.96586557937985
9.6875E-08,4.96614638945512
9.7265625E-08,4.96641779150495
9.765625E-08,4.9666800970848
9.8046875E-08,4.96693360760928
9.84375E-08,4.96717861467361
9.8828125E-08,4.96741540036525
9.921875E-08,4.96764423756619
9.9609375E-08,4.96786539024587
